source_id,source_cluster_id,title,source_type,provider,source_url,source_status,relevance_score,selection_action,triage_action,source_reason,source_failure_reason,artifact_id,artifact_type,artifact_source_cluster_id,artifact_provider,artifact_name,artifact_size_bytes,artifact_url,local_path,content_type,artifact_status,parser,artifact_failure_reason
src_7ad95e90,cluster_8038fdfb0689,"Type Ia Supernovae, the Hubble Constant, the Cosmological Constant, and the Age of the Universe",paper,arxiv,http://arxiv.org/abs/astro-ph/0105413v2,selected,0.72,metadata_only,read_metadata,早期关于宇宙学常数的开创性论文，虽重要但其核心结论已被后续研究深化，仅作为背景文献保留，无需全文解析。,,artifact_878cf0e18733,landing_page,cluster_8038fdfb0689,arxiv,0105413v2,,http://arxiv.org/abs/astro-ph/0105413v2,,,skipped,,
src_7ad95e90,cluster_8038fdfb0689,"Type Ia Supernovae, the Hubble Constant, the Cosmological Constant, and the Age of the Universe",paper,arxiv,http://arxiv.org/abs/astro-ph/0105413v2,selected,0.72,metadata_only,read_metadata,早期关于宇宙学常数的开创性论文，虽重要但其核心结论已被后续研究深化，仅作为背景文献保留，无需全文解析。,,artifact_4d02f72916b0,html,cluster_8038fdfb0689,arxiv,0105413v2,,https://arxiv.org/pdf/astro-ph/0105413v2,,,skipped,,
src_a215a02f,cluster_404fa10d1242,"A COLIBRI Photometric Study of SN 2025bvm: A Normal, Slowly Declining Type Ia Supernova",paper,arxiv,http://arxiv.org/abs/2601.07745v2,parsed,0.72,deep_read,read_metadata,最新发表的2026年论文，详细报告了SN 2025bvm的多波段光变曲线，包括Δm15(B)=0.867±0.051和M_B=-19.13±0.40 mag，是当前最前沿的实证研究。,,artifact_c0ddfe000139,landing_page,cluster_404fa10d1242,arxiv,2601.07745v2,,http://arxiv.org/abs/2601.07745v2,,,skipped,,
src_a215a02f,cluster_404fa10d1242,"A COLIBRI Photometric Study of SN 2025bvm: A Normal, Slowly Declining Type Ia Supernova",paper,arxiv,http://arxiv.org/abs/2601.07745v2,parsed,0.72,deep_read,read_metadata,最新发表的2026年论文，详细报告了SN 2025bvm的多波段光变曲线，包括Δm15(B)=0.867±0.051和M_B=-19.13±0.40 mag，是当前最前沿的实证研究。,,artifact_da5eedd786e7,pdf,cluster_404fa10d1242,arxiv,arxiv_2601_07745v2_a_colibri_photometric_study_of_sn_2025bvm_a_normal_slowly_declining_type_ia_supe.pdf,2658567.0,https://arxiv.org/pdf/2601.07745v2,D:\scidata-agent\runtime\outputs\_cache\arxiv\arxiv_2601_07745v2_a_colibri_photometric_study_of_sn_2025bvm_a_normal_slowly_declining_type_ia_supe.pdf,,parsed,shared_source_parser,
src_625cfc78,cluster_8ec4419ad4e3,BVRI Light Curves for 29 Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/9609064v1,skipped,0.0,,skip,LLM Source Selector did not choose this source for ingestion or metadata reading.,,artifact_cfeb30ba6350,landing_page,cluster_8ec4419ad4e3,arxiv,9609064v1,,http://arxiv.org/abs/astro-ph/9609064v1,,,skipped,,
src_625cfc78,cluster_8ec4419ad4e3,BVRI Light Curves for 29 Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/9609064v1,skipped,0.0,,skip,LLM Source Selector did not choose this source for ingestion or metadata reading.,,artifact_a6d590145ca2,html,cluster_8ec4419ad4e3,arxiv,9609064v1,,https://arxiv.org/pdf/astro-ph/9609064v1,,,skipped,,
src_75369804,cluster_200791b3ae24,Epochs of Maximum Light and Bolometric Light Curves of Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/0005507v1,selected,0.72,metadata_only,read_metadata,讨论光变曲线平台期，但未提供具体数值或可提取参数。,,artifact_c1a77e52b9f0,landing_page,cluster_200791b3ae24,arxiv,0005507v1,,http://arxiv.org/abs/astro-ph/0005507v1,,,skipped,,
src_75369804,cluster_200791b3ae24,Epochs of Maximum Light and Bolometric Light Curves of Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/0005507v1,selected,0.72,metadata_only,read_metadata,讨论光变曲线平台期，但未提供具体数值或可提取参数。,,artifact_9f0db465d54b,html,cluster_200791b3ae24,arxiv,0005507v1,,https://arxiv.org/pdf/astro-ph/0005507v1,,,skipped,,
src_27cfb7e4,cluster_0f1063ab88d5,"The fast declining Type Ia supernova 2003gs, and evidence for a significant dispersion in near-infrared absolute magnitudes of fast decliners at maximum light",paper,arxiv,http://arxiv.org/abs/0908.1918v2,selected,0.72,metadata_only,read_metadata,研究快速衰减型Ia型超新星，虽揭示了近红外亮度的双峰分布，但样本量小，结论局部，仅作补充参考。,,artifact_513066c30465,landing_page,cluster_0f1063ab88d5,arxiv,0908.1918v2,,http://arxiv.org/abs/0908.1918v2,,,skipped,,
src_27cfb7e4,cluster_0f1063ab88d5,"The fast declining Type Ia supernova 2003gs, and evidence for a significant dispersion in near-infrared absolute magnitudes of fast decliners at maximum light",paper,arxiv,http://arxiv.org/abs/0908.1918v2,selected,0.72,metadata_only,read_metadata,研究快速衰减型Ia型超新星，虽揭示了近红外亮度的双峰分布，但样本量小，结论局部，仅作补充参考。,,artifact_31ddb6fd6420,html,cluster_0f1063ab88d5,arxiv,0908.1918v2,,https://arxiv.org/pdf/0908.1918v2,,,skipped,,
src_db757310,cluster_2f1c172cde10,The absolute infrared magnitudes of type Ia supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/9912123v2,selected,0.72,metadata_only,read_metadata,早期关于近红外绝对星等的研究，虽指出IR波段散射小，但未提供具体数值，仅作背景支撑。,,artifact_a4bbd5b128ce,landing_page,cluster_2f1c172cde10,arxiv,9912123v2,,http://arxiv.org/abs/astro-ph/9912123v2,,,skipped,,
src_db757310,cluster_2f1c172cde10,The absolute infrared magnitudes of type Ia supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/9912123v2,selected,0.72,metadata_only,read_metadata,早期关于近红外绝对星等的研究，虽指出IR波段散射小，但未提供具体数值，仅作背景支撑。,,artifact_a501ed456a78,html,cluster_2f1c172cde10,arxiv,9912123v2,,https://arxiv.org/pdf/astro-ph/9912123v2,,,skipped,,
src_e94ddd7b,cluster_8b9944ebcb90,Constraining the Properties of SNe~Ia Progenitors from Light Curves,paper,arxiv,http://arxiv.org/abs/1109.3629v1,parsed,0.72,metadata_only,read_metadata,提出利用主成分分析重建前身星属性，但未公开完整数据，仅作为方法论参考。,,artifact_8e6093a07b57,landing_page,cluster_8b9944ebcb90,arxiv,1109.3629v1,,http://arxiv.org/abs/1109.3629v1,,,metadata_read,,
src_e94ddd7b,cluster_8b9944ebcb90,Constraining the Properties of SNe~Ia Progenitors from Light Curves,paper,arxiv,http://arxiv.org/abs/1109.3629v1,parsed,0.72,metadata_only,read_metadata,提出利用主成分分析重建前身星属性，但未公开完整数据，仅作为方法论参考。,,artifact_0d81c76be4ba,pdf,cluster_8b9944ebcb90,arxiv,arxiv_1109_3629v1_constraining_the_properties_of_sne_ia_progenitors_from_light_curves.pdf,824283.0,https://arxiv.org/pdf/1109.3629v1,D:\scidata-agent\runtime\outputs\_cache\arxiv\arxiv_1109_3629v1_constraining_the_properties_of_sne_ia_progenitors_from_light_curves.pdf,,parsed,shared_source_parser,
src_fde53c75,cluster_2abb75af56cd,ZTF SNe Ia DR2: Towards cosmology-grade ZTF supernova light curves using scene modeling photometry,paper,arxiv,http://arxiv.org/abs/2509.04073v1,parsed,0.72,deep_read,read_metadata,ZTF SN Ia DR2是目前最大规模的Ia型超新星样本（3628个），其光变曲线数据经过Scene Modeling Photometry处理，具备高精度，是进行大规模统计分析和模型验证的关键数据源。,,artifact_e9ebbddafd4a,landing_page,cluster_2abb75af56cd,arxiv,2509.04073v1,,http://arxiv.org/abs/2509.04073v1,,,skipped,,
src_fde53c75,cluster_2abb75af56cd,ZTF SNe Ia DR2: Towards cosmology-grade ZTF supernova light curves using scene modeling photometry,paper,arxiv,http://arxiv.org/abs/2509.04073v1,parsed,0.72,deep_read,read_metadata,ZTF SN Ia DR2是目前最大规模的Ia型超新星样本（3628个），其光变曲线数据经过Scene Modeling Photometry处理，具备高精度，是进行大规模统计分析和模型验证的关键数据源。,,artifact_c3ed9e12255c,pdf,cluster_2abb75af56cd,arxiv,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,7179735.0,https://arxiv.org/pdf/2509.04073v1,D:\scidata-agent\runtime\outputs\_cache\arxiv\arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,,parsed,shared_source_parser,
src_d8ccaf87,cluster_b60ddc875fbc,Infrared Light Curves of Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/0211100v1,selected,0.72,metadata_only,read_metadata,报告近红外光变曲线形态随衰减率的变化，但未提供量化数据，仅作趋势描述。,,artifact_2c04289a50f5,landing_page,cluster_b60ddc875fbc,arxiv,0211100v1,,http://arxiv.org/abs/astro-ph/0211100v1,,,skipped,,
src_d8ccaf87,cluster_b60ddc875fbc,Infrared Light Curves of Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/0211100v1,selected,0.72,metadata_only,read_metadata,报告近红外光变曲线形态随衰减率的变化，但未提供量化数据，仅作趋势描述。,,artifact_b063cbf64ba1,html,cluster_b60ddc875fbc,arxiv,0211100v1,,https://arxiv.org/pdf/astro-ph/0211100v1,,,skipped,,
src_eb338a13,cluster_612fc63be749,Type Ia Supernova Light Curves,paper,arxiv,http://arxiv.org/abs/astro-ph/0609562v1,parsed,0.0,,skip,LLM Source Selector did not choose this source for ingestion or metadata reading.,,artifact_42e0cb60f264,landing_page,cluster_612fc63be749,arxiv,0609562v1,,http://arxiv.org/abs/astro-ph/0609562v1,,,skipped,,
src_eb338a13,cluster_612fc63be749,Type Ia Supernova Light Curves,paper,arxiv,http://arxiv.org/abs/astro-ph/0609562v1,parsed,0.0,,skip,LLM Source Selector did not choose this source for ingestion or metadata reading.,,artifact_9e7ea60c023e,html,cluster_612fc63be749,arxiv,0609562v1,,https://arxiv.org/pdf/astro-ph/0609562v1,,,skipped,,
